id,Bus_name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
1,Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:15,5:50,10h 35m,900,3.8,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
2,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:45,8:35,10h 50m,564,4.6,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
3,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,8:45,10h 15m,626,4.6,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
4,Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,8:30,11h 30m,699,4.6,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
5,Atmaram Gobus,VE A/C Sleeper (2+1),21:00,7:30,10h 30m,601,4.4,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
6,Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,8:00,14h 00m,600,4.2,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
7,Atmaram Gobus,VE A/C Sleeper (2+1),21:32,6:22,08h 50m,999,4.8,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
8,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,9:10,10h 40m,999,4.8,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
9,AdIndumati Travels,A/C Sleeper (2+1),21:00,7:00,10h 00m,760,3.9,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
10,IntrCity SmartBus,AC Sleeper (2+1),19:30,5:35,10h 05m,1223,4.6,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
11,Zingbus Plus,VE A/C Sleeper (2+1),20:00,11:20,15h 20m,836,4.7,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
12,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,9:35,13h 40m,849,4.4,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
13,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00,8:40,15h 40m,751,4.5,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
14,AdIntrCity SmartBus,AC Sleeper (2+1),15:50,8:10,16h 20m,799,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
15,IntrCity SmartBus,AC Sleeper (2+1),17:00,8:15,15h 15m,798,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
16,Zingbus Plus,VE A/C Sleeper (2+1),18:00,9:35,15h 35m,644,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
17,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:30,6:30,17h 00m,810,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
18,AdDolphin Travel House (40),A/C Sleeper (2+1),20:45,14:00,17h 15m,910,3.7,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
19,IntrCity SmartBus,AC Sleeper (2+1),16:00,8:20,16h 20m,600,4.2,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
20,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),15:30,8:30,17h 00m,810,4.2,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
21,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,8:05,13h 55m,737,4.5,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
22,IntrCity SmartBus,AC Sleeper (2+1),19:30,9:40,14h 10m,1223,4.5,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
23,Zingbus Plus,VE A/C Sleeper (2+1),19:40,10:00,14h 20m,890,4.4,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
24,AdVAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,9:30,12h 50m,800,3.6,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
25,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,11:50,13h 50m,990,4.4,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
26,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,8:10,12h 40m,899,4.4,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
27,Zingbus Plus,VE A/C Sleeper (2+1),20:25,10:40,14h 15m,726,4.6,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
28,AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:25,6:30,12h 05m,1499,4.1,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
29,IntrCity SmartBus,AC Sleeper (2+1),18:30,9:00,14h 30m,831,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
30,IntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,751,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
31,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,735,3.1,,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
32,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,1399,4.6,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
33,Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,10:15,12h 55m,1099,4.5,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
34,VKV Travels,A/C Sleeper (2+1),22:55,10:00,11h 05m,1840,4.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
35,Streamline tours and travels,A/C Sleeper (2+1),21:15,10:15,13h 00m,1010,4.2,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
36,IntrCity SmartBus,AC Sleeper (2+1),20:30,9:40,13h 10m,1144,4.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
37,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,7:00,12h 00m,735,3.1,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
38,Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,19:45,03h 45m,170,2.6,19 Seats available,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
39,Shirdi Xpress,A/C Sleeper (2+1),8:15,11:30,03h 15m,819,3.4,1 Seat available,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
40,Humsafar Travels,A/C Sleeper (2+1),4:30,9:00,04h 30m,1650,1.3,17 Seats available,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
41,S R Travels,NON A/C Sleeper (2+1),1:00,6:00,05h 00m,799,1.2,,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
42,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,7:15,13h 15m,1199,4.6,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
43,Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,7:10,12h 40m,1099,4.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
44,Streamline tours and travels,A/C Sleeper (2+1),19:00,7:30,12h 30m,1000,4.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
45,VKV Travels,A/C Sleeper (2+1),13:00,1:00,12h 00m,1740,4.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
46,Streamline tours and travels,A/C Sleeper (2+1),18:00,6:30,12h 30m,1020,4.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
47,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,850,3,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
48,Humsafar Travels,A/C Sleeper (2+1),23:30,9:00,09h 30m,1650,4,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
49,S R Travels,A/C Seater/Sleeper (2+1),18:45,7:00,12h 15m,800,3.1,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
50,Ashoka Travels,A/C Sleeper (2+1),8:30,14:50,06h 20m,400,3.5,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
51,Atmaram Travels (Pawan),A/C Sleeper (2+1),19:00,1:45,06h 45m,699,4.1,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
52,Vaibhav Travels,A/C Sleeper (2+1),20:00,6:12,10h 12m,600,3.5,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
53,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,1:30,05h 30m,399,4.8,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
54,Shreyash Travels,A/C Sleeper (2+1),20:00,1:00,05h 00m,490,3.2,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
55,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,8:30,13h 30m,850,2.8,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
56,Humsafar Travels,A/C Sleeper (2+1),19:00,4:30,09h 30m,1350,3.6,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
57,IntrCity SmartBus,AC Sleeper (2+1),17:30,4:45,11h 15m,1396,3.3,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
58,S R Travels,A/C Seater/Sleeper (2+1),20:30,7:30,11h 00m,700,2.2,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
59,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,6:05,11h 05m,675,3.3,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
60,Humsafar Travels,A/C Sleeper (2+1),19:00,2:00,07h 00m,1350,4,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
61,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,2.7,,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
62,Humsafar Travels,A/C Sleeper (2+1),1:00,9:00,08h 00m,1850,4,20 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
63,Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,11:45,01h 45m,200,3.2,39 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
64,Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,200,4.2,40 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
65,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,200,4,41 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
66,Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,200,4.8,42 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
67,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,4:00,09h 00m,490,3.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
68,Vaibhav Travels,A/C Sleeper (2+1),20:00,5:40,09h 40m,600,3.4,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
69,Humsafar Travels,A/C Sleeper (2+1),19:00,1:30,06h 30m,1350,4,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
70,Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),6:00,7:15,01h 15m,200,4.1,47 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
71,Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),7:00,8:15,01h 15m,200,2.2,47 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
72,Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00,11:15,01h 15m,200,3.6,43 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
73,Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,13:00,01h 15m,200,3.1,46 Seats available,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
74,Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),8:00,9:10,01h 10m,200,3.5,40 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
75,Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,11:25,01h 10m,200,4.7,38 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
76,Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:55,01h 25m,200,5,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
77,Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,13:10,01h 10m,200,4.3,48 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
78,Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,200,4.4,46 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
79,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,4.3,46 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
80,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,4:30,09h 30m,505,2.6,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
81,Vaibhav Travels,A/C Sleeper (2+1),20:00,5:42,09h 42m,600,3.6,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
82,Humsafar Travels,A/C Sleeper (2+1),19:00,1:30,06h 30m,1350,4,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
83,Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),7:30,9:10,01h 40m,200,4.3,41 Seats available,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
84,Kadamba Transport Corporation Limited (KTCL) - 151354,Volvo AC Seater 2+2,8:00,9:30,01h 30m,200,3.9,40 Seats available,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
85,Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,200,3.5,41 Seats available,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
86,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,200,4.4,42 Seats available,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
87,Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,8:00,09h 00m,450,3,,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
88,Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,8:00,08h 15m,900,4.6,,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
89,Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),5:15,7:15,02h 00m,400,3.6,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
90,Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),6:45,7:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
91,Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),6:45,7:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
92,Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),7:45,8:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
93,Kadamba Transport Corporation Limited (KTCL) - 158964,A/C Seater (2+3),7:55,8:30,00h 35m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
94,Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),8:30,10:30,02h 00m,400,3.8,46 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
95,Kadamba Transport Corporation Limited (KTCL) - 158968,A/C Seater (2+3),8:45,9:15,00h 30m,150,5,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
96,Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),9:25,10:30,01h 05m,200,4.4,46 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
97,Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30,11:30,01h 00m,200,4.9,47 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
98,Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44,11:15,00h 31m,150,3.7,43 Seats available,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
99,Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,3:00,09h 00m,600,3.2,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
100,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,6:10,07h 40m,999,4.7,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
101,IntrCity SmartBus,AC Sleeper (2+1),20:00,5:25,09h 25m,596,4.6,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
102,Ashray Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:00,6:30,09h 30m,710,4.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
103,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,7:30,09h 30m,1000,4.2,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
104,Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),8:00,8:25,00h 25m,150,3.7,40 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
105,Kadamba Transport Corporation Limited (KTCL) - 159654,A/C Seater (2+3),8:15,8:45,00h 30m,150,3.7,40 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
106,Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,10:45,00h 30m,150,3.7,38 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
107,Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,11:00,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
108,Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,12:30,02h 00m,400,4.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
109,Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15,11:45,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
110,Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:00,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
111,Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,12:30,00h 30m,200,3.7,48 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
112,Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,14:30,02h 00m,400,4.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
113,Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,13:25,00h 55m,200,3.7,47 Seats available,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
114,PSR Travels Goa,A/C Sleeper (2+1),18:00,9:00,15h 00m,1499,3.5,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
115,Humsafar Travels,A/C Sleeper (2+1),14:30,9:30,19h 00m,1250,3.4,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
116,Humsafar Travels,A/C Sleeper (2+1),16:00,9:00,17h 00m,1650,3.2,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
117,Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19,10:39,14h 20m,1500,1.9,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
118,Kadamba Transport Corporation Limited (KTCL) - 8355,Non AC Seater 2+2,15:00,1:03,10h 03m,450,3.7,,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
119,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,2:30,09h 00m,900,4.1,,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
120,PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,1299,3.8,,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
121,Humsafar Travels,A/C Sleeper (2+1),19:00,11:00,16h 00m,1350,2,,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
122,Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:31,11:45,01h 14m,150,3.7,38 Seats available,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
123,Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:01,15:15,01h 14m,150,3.7,40 Seats available,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
124,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,17:15,01h 14m,150,3.7,41 Seats available,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
125,Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),5:15,7:15,02h 00m,400,3.6,47 Seats available,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
126,Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),6:45,7:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
127,Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),6:45,7:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
128,Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),7:45,8:15,00h 30m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
129,Kadamba Transport Corporation Limited (KTCL) - 158964,A/C Seater (2+3),7:55,8:30,00h 35m,150,3.7,47 Seats available,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
