id,Bus_name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
532,AdGLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,7:00,08h 35m,450,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
533,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,6:00,06h 30m,474,4.8,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
534,Chandigarh Transport Undertaking (CTU) - 165936,HVAC Seater (2+3),7:45,20:05,12h 20m,940.9,3.1,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
535,Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),22:00,7:55,09h 55m,999,4.3,,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
536,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:40,9:40,10h 00m,999,3.1,,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
537,Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),21:00,8:15,11h 15m,999,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
538,Chandigarh Transport Undertaking (CTU) - 165784,HVAC Seater (2+3),13:30,19:35,06h 05m,406.67,4.5,47 Seats available,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
539,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),21:00,0:50,03h 50m,719,3.6,,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
540,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:05,1:15,04h 10m,600,4.4,,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
541,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,1:45,04h 30m,810,5,,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
542,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,1:30,04h 00m,657,5,,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
543,Chandigarh Transport Undertaking (CTU) - 165907,HVAC Seater (2+3),17:00,4:00,11h 00m,731.43,3.9,,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
544,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),1:50,10:30,08h 40m,2200,2,5 Seats available,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
545,Chandigarh Transport Undertaking (CTU) - 165941,HVAC Seater (2+3),8:50,18:25,09h 35m,554.29,3.8,46 Seats available,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
546,New Pal Travels,A/C Sleeper (2+1),22:00,5:30,07h 30m,539,4.6,,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
547,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:30,4:50,07h 20m,684,4.4,,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
548,AdMoon Light Travels Katra,A/C Sleeper (2+2),22:00,5:30,07h 30m,549,3.1,,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
549,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:15,4:30,07h 15m,684,4.5,,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
550,Chandigarh Transport Undertaking (CTU) - 165849,HVAC Seater (2+3),6:10,12:00,05h 50m,414.29,4.3,44 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana)
551,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,0:10,04h 10m,664,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana)
552,Rathore Sonal Travels,A/C Seater/Sleeper (2+1),18:00,0:00,06h 00m,950,2.2,,https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana)
553,Chandigarh Transport Undertaking (CTU) - 165946,HVAC Seater (2+3),19:10,7:40,12h 30m,950.48,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh to Kathgodam
554,Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),22:00,8:15,10h 15m,1199,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh to Kathgodam
555,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:40,10:10,10h 30m,999,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh to Kathgodam
556,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),21:00,8:45,11h 45m,1049,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh to Kathgodam
557,Chandigarh Transport Undertaking (CTU) - 165963,HVAC Seater (2+3),19:50,1:40,05h 50m,438.9,3.8,,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh
558,Laxmi holidays,VE A/C Semi Sleeper (2+2),17:00,23:50,06h 50m,759,4.9,33 Seats available,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh
559,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,22:30,05h 30m,699,3.7,37 Seats available,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh
560,Zimindara Travels,AC Sleeper (2+1),17:10,22:30,05h 20m,749,3.1,36 Seats available,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh
561,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:30,22:50,05h 20m,618,4.4,37 Seats available,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh
562,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),20:00,4:50,08h 50m,684,4.5,,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh
563,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,4:20,08h 50m,732,4.5,,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh
564,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,3:30,09h 00m,923,5,,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh
565,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:00,1:30,09h 30m,542,4.1,,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh
566,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,2:00,09h 00m,855,4.4,,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh
567,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),17:30,1:15,07h 45m,759,4.7,,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
568,Northern Travels,Volvo A/C Semi Sleeper (2+2),18:00,1:00,07h 00m,929,4.1,,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
569,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),18:15,1:45,07h 30m,810,5,,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
570,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,1:50,07h 20m,759,4.5,,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
571,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:30,1:10,06h 40m,833,4.6,,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
572,Chandigarh Transport Undertaking (CTU) - 165855,HVAC Seater (2+3),17:00,23:00,06h 00m,533.34,4.4,47 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
573,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,4:20,06h 05m,665,4.5,,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
574,GK Travels,A/C Seater/Sleeper (2+1),0:15,6:00,05h 45m,599,3.4,34 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
575,GK Travels,A/C Seater/Sleeper (2+1),18:00,23:45,05h 45m,699,3.6,28 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
576,GK Travels,A/C Seater/Sleeper (2+1),18:00,23:55,05h 55m,699,3.6,28 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
577,Vijay Tour and Travels,Volvo Multi Axle Sleeper B11R (2+1),0:40,5:30,04h 50m,1017,3.5,36 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
578,Vijay Tour and Travels,Volvo Multi Axle Sleeper B11R (2+1),1:35,5:30,03h 55m,1017,3.5,26 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
579,GK Travels,A/C Seater/Sleeper (2+1),0:15,7:00,06h 45m,799,2,40 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
580,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),3:00,9:40,06h 40m,924,3.5,38 Seats available,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh
581,Chandigarh Transport Undertaking (CTU) - 165783,HVAC Seater (2+3),7:55,13:30,05h 35m,406.67,3.4,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji
582,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),1:05,4:30,03h 25m,720,5,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji
583,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),1:50,4:35,02h 45m,700,4.4,3 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji
584,Northern Travels,Volvo A/C Semi Sleeper (2+2),1:20,6:15,04h 55m,829,2.6,4 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji
585,PEPSU (Punjab) - 66695,Volvo AC Seater (2+2),4:20,8:41,04h 21m,692,3.1,37 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
586,PEPSU (Punjab) - 66646,Volvo AC Seater (2+2),5:00,9:21,04h 21m,692,4.2,30 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
587,PEPSU (Punjab) - 66647,Volvo AC Seater (2+2),6:15,10:36,04h 21m,692,3.9,26 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
588,PEPSU (Punjab) - 67139,AC Seater Hvac 2+2,9:05,14:06,05h 01m,440,3,33 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
589,PEPSU (Punjab) - 66648,Volvo AC Seater (2+2),9:50,14:11,04h 21m,692,3.6,34 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
590,PEPSU (Punjab) - 66649,Volvo AC Seater (2+2),12:40,18:05,05h 25m,692,4.1,36 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
591,PEPSU (Punjab) - 67101,AC Seater Hvac 2+2,15:25,20:26,05h 01m,440,3.2,37 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
592,PEPSU (Punjab) - 67142,Volvo AC Seater (2+2),16:00,22:09,06h 09m,692,4.2,34 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
593,PEPSU (Punjab) - 66687,Volvo AC Seater (2+2),18:10,23:35,05h 25m,692,4,38 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
594,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,3:31,05h 01m,440,3.1,,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi
595,PEPSU (Punjab) - 67085,Volvo AC Seater (2+2),3:00,8:00,05h 00m,692,4.4,34 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
596,PEPSU (Punjab) - 67070,Volvo AC Seater (2+2),6:15,11:45,05h 30m,692,3.9,31 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
597,PEPSU (Punjab) - 67069,Volvo AC Seater (2+2),8:00,13:30,05h 30m,692,4.4,17 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
598,PEPSU (Punjab) - 67105,AC Seater Hvac 2+2,9:50,15:20,05h 30m,440,3.2,32 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
599,PEPSU (Punjab) - 67160,Volvo AC Seater (2+2),11:46,17:15,05h 29m,692,4,36 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
600,PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:00,19:00,05h 00m,692,4.1,35 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
601,PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:26,20:25,04h 59m,692,3.8,38 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
602,PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:30,22:00,05h 30m,440,3.1,41 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
603,PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:31,22:30,04h 59m,692,4.2,38 Seats available,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
604,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:30,4:00,05h 30m,440,3.2,,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala
605,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,5:00,06h 33m,449,4.6,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
606,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0:25,6:30,06h 05m,365,4.6,4 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
607,Laxmi holidays,VE A/C Sleeper (2+1),23:55,7:00,07h 05m,523,4.3,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
608,AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,6:00,07h 10m,524,3.5,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
609,IntrCity SmartBus,AC Sleeper (2+1),22:50,5:45,06h 55m,536,4.4,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
610,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,5:24,05h 54m,400,4.6,,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
611,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,5:00,06h 40m,399,4.5,,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
612,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,6:40,07h 00m,570,4.3,,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
613,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55,5:10,06h 15m,549,4.3,,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
614,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:45,5:35,07h 50m,365,4.6,,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
615,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:20,6:30,07h 10m,369,4.6,,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
616,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,5:00,07h 40m,399,4.4,,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
617,Laxmi holidays,VE A/C Sleeper (2+1),23:10,7:00,07h 50m,570,4.6,,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
618,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,5:00,07h 23m,479,4.8,,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
619,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,6:20,07h 40m,399,4.3,,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
620,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,6:28,07h 02m,400,4.6,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
621,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,5:00,07h 55m,399,4.5,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
622,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:10,6:30,07h 20m,369,4.6,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
623,AdIndia Tours & Travels (GetBookCab),A/C Semi Sleeper / Sleeper (2+2),0:15,6:30,06h 15m,499,4.6,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
624,Laxmi holidays,VE A/C Sleeper (2+1),23:05,7:00,07h 55m,570,4.5,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
625,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,5:40,07h 20m,399,4.6,,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
626,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,7:10,08h 05m,427,4.6,,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
627,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,6:29,06h 59m,400,4.5,,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
628,AdNew Navyug Travels,A/C Sleeper (2+1),22:45,6:10,07h 25m,625,4.1,,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
629,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:45,6:50,09h 05m,365,4.6,,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
630,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,1:00,08h 30m,3300,4.1,,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport
631,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),1:30,10:00,08h 30m,3300,4.1,44 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport
632,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),10:00,19:00,09h 00m,2500,4.1,51 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport
633,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:00,21:00,07h 00m,2500,4.1,44 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport
634,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),12:00,19:00,07h 00m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport
635,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),6:00,17:00,11h 00m,3300,4.8,38 Seats available,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
636,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),18:00,5:00,11h 00m,3300,4.1,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
637,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:00,1:00,09h 00m,2500,3.8,,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
638,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),8:00,19:00,11h 00m,3300,2.6,42 Seats available,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
639,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),10:00,21:00,11h 00m,3850,4.1,19 Seats available,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
640,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),7:29,17:00,09h 31m,3300,4.1,38 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
641,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),9:29,19:00,09h 31m,3300,4.1,38 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
642,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),15:29,23:00,07h 31m,2500,4.1,51 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
643,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:29,1:00,07h 31m,2500,4.1,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
644,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:29,3:00,07h 31m,2500,4.1,,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
645,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),14:35,23:00,08h 25m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
646,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),12:43,21:08,08h 25m,2500,4.1,44 Seats available,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
647,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),10:38,19:03,08h 25m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
648,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:43,1:08,08h 25m,2500,4.1,,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
649,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),12:35,21:00,08h 25m,2500,4.1,44 Seats available,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport
650,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),17:20,3:15,09h 55m,1128,4.3,,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
651,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:50,5:25,09h 35m,821,4.3,,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
652,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:30,2:45,10h 15m,3300,4.1,,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
653,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30,7:00,07h 30m,2500,4.1,,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
654,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),1:30,11:45,10h 15m,3300,4.1,50 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
655,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,5:20,07h 00m,399,4.6,,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara
656,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,6:00,08h 00m,399,4.2,,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara
657,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,4:50,08h 50m,416,4.9,,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara
658,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,7:00,07h 30m,570,4.7,,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara
659,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,7:15,07h 35m,570,4.1,,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara
660,RSRTC - 156675,Express Non AC Seater 2+3,22:30,8:30,10h 00m,548,2.9,,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar
661,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:40,7:10,08h 30m,599,4.5,,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar
662,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,7:05,08h 25m,380,4.4,,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar
663,AdMuskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:55,6:25,07h 30m,600,4.2,,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar
664,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:59,8:05,08h 06m,400,4.5,,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar
665,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:11,6:28,08h 17m,400,4.5,,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi
666,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,6:30,09h 00m,369,4.5,,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi
667,Yolo Bus,VE A/C Seater / Sleeper (2+1),19:56,5:00,09h 04m,469,4.4,,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi
668,AdIntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,6:05,08h 50m,502,4.1,,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi
669,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,7:30,09h 00m,641,4.3,,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi
670,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),0:30,9:30,09h 00m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala
